booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B000089,CUST00019,TRUE,32,T076,T076_SH_Fo_240130_0164,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Foreign,Foreign,OTA,Late,1120000,3,0,0,3,1/27/2024,1/30/2024,2/1/2024,Winter,Rainy,Completed,3.5,3360000,2530000,830000
B000090,CUST00069,FALSE,35,T188,T188_SH_So_221231_0111,Tour Hạ Long 1N1Đ - Beach,Hạ Long,Bắc Bộ,Beach,Domestic,Solo,Website,Normal,610000,1,0,0,1,12/19/2022,12/31/2022,12/31/2022,Winter,Sunny,Completed,4,610000,420000,190000
B000091,CUST00059,TRUE,25,T186,T186_PV_Co_240703_000090,Tour Nha Trang 2N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Corporate,OTA,Early,1170000,19,0,0,19,6/3/2024,7/3/2024,7/4/2024,Summer,Cloudy,Completed,4.4,22230000,14780000,7450000
B000092,CUST00070,FALSE,30,T260,T260_PV_Fa_230106_000091,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Family,Social,Normal,1760000,6,3,0,9,12/12/2022,1/6/2023,1/9/2023,Winter,Sunny,Completed,4,13730000,10330000,3400000
B000093,CUST00071,FALSE,21,T066,T066_SH_Gr_240201_0457,Tour Cần Thơ 1N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Hotline,Late,500000,12,0,0,12,1/21/2024,2/1/2024,2/1/2024,Spring,Sunny,Completed,3.6,6000000,4020000,1980000
B000094,CUST00070,TRUE,26,T318,T318_SH_Co_241024_0030,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Couple,web ,Normal,750000,2,0,0,2,10/8/2024,10/24/2024,10/25/2024,Autumn,Cloudy,Completed,3.7,1500000,1020000,480000
B000095,CUST00072,FALSE,44,T007,T007_SH_Fo_240216_0200,Tour Huế 3N2Đ - City,Huế,Bắc Trung Bộ,City,Foreign,Foreign,OTA,Normal,1240000,4,0,0,4,1/28/2024,2/16/2024,2/18/2024,Spring,Rainy,Completed,3.2,4960000,3780000,1180000
B000096,CUST00016,TRUE,32,T074,T074_SH_So_240907_0198,Tour Phú Quốc 5N4Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Solo,OTA,Normal,2400000,1,0,0,1,8/25/2024,9/7/2024,9/11/2024,Autumn,Sunny,Completed,5,2400000,1890000,510000
B000097,CUST00073,FALSE,31,T025,T025_PV_Co_230225_000096,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Corporate,Agent,Early,920000,23,0,0,23,1/23/2023,2/25/2023,2/26/2023,Spring,Rainy,Cancelled,,0,0,0
B000098,CUST00074,FALSE,51,T110,T110_SH_Fa_230917_0125,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Family,Hotline,Normal,1180000,5,3,0,8,8/26/2023,9/17/2023,9/18/2023,Autumn,Sunny,Completed,3.3,8020000,6370000,1650000
B000099,CUST00075,FALSE,30,T121,T121_SH_Gr_230317_0063,Tour Hội An 1N1Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Website,Normal,500000,12,0,0,12,3/4/2023,3/17/2023,3/17/2023,Spring,Sunny,Completed,4.4,6000000,4690000,1310000
B000100,CUST00076,FALSE,33,T016,T016_SH_Co_220224_0317,Tour Cần Thơ 6N5Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Couple,Hotline,Normal,2600000,2,0,0,2,2/3/2022,2/24/2022,3/1/2022,Spring,Sunny,Completed,4.3,5200000,3580000,1620000
B000101,CUST00059,TRUE,28,T004,T004_SH_Fo_231001_0143,Tour Sa Pa 2N1Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Foreign,Foreign,OTA,Normal,960000,4,0,0,4,9/17/2023,10/1/2023,10/2/2023,Autumn,Sunny,Completed,3.8,3840000,2900000,940000
B000102,CUST00077,FALSE,29,T042,T042_SH_So_231206_0123,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Solo,Website,Normal,1290000,1,0,0,1,11/29/2023,12/6/2023,12/7/2023,Winter,Sunny,Completed,3.8,1290000,980000,310000
B000103,CUST00078,FALSE,39,T113,T113_PV_Co_240115_000102,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Corporate,OTA,Early,2750000,27,0,0,27,12/18/2023,1/15/2024,1/18/2024,Winter,Sunny,Completed,4.5,74250000,53920000,20330000
B000104,CUST00079,FALSE,41,T327,T327_SH_Fa_230720_0084,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Family,Website,Normal,1600000,3,1,0,4,6/23/2023,7/20/2023,7/22/2023,Summer,Sunny,Completed,4.8,5760000,4510000,1250000
B000105,CUST00080,FALSE,23,T023,T023_SH_Gr_240904_0544,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Agent,Late,830000,7,0,0,7,8/27/2024,9/4/2024,9/5/2024,Autumn,Cloudy,Completed,4.1,5810000,4370000,1440000
B000106,CUST00081,FALSE,31,T139,T139_SH_Co_240314_0402,Tour Sa Pa 2N1Đ - Mountain,SaPa,Bắc Bộ,Mountain,Domestic,Couple,OTA,Normal,1020000,2,0,0,2,2/22/2024,3/14/2024,3/15/2024,Spring,Sunny,Completed,4,2040000,1410000,630000
B000107,CUST00082,FALSE,38,T164,T164_SH_Fo_240803_0112,Tour Sa Pa 2N1Đ - Mountain,SaPa,Bắc Bộ,Mountain,Foreign,Foreign,OTA,Normal,910000,4,0,0,4,7/22/2024,8/3/2024,8/4/2024,Summer,Rainy,Completed,3.5,3640000,2830000,810000
B000108,CUST00083,FALSE,24,T314,T314_SH_So_240912_0081,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Solo,Website,Normal,820000,1,0,0,1,8/23/2024,9/12/2024,9/13/2024,Autumn,Rainy,Completed,4.1,820000,650000,170000
B000109,CUST00079,TRUE,27,T203,T203_PV_Co_230727_000108,Tour Đà Nẵng 2N1Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Corporate,Website,Normal,1490000,14,0,0,14,7/12/2023,7/27/2023,7/28/2023,Summer,Sunny,Completed,4,20860000,15480000,5380000
B000110,CUST00084,FALSE,40,T286,T286_PV_Fa_241223_000109,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Family,OTA,Early,1470000,7,5,0,12,11/19/2024,12/23/2024,12/26/2024,Winter,Sunny,Completed,4.1,14700000,11780000,2920000
B000111,CUST00085,FALSE,32,T025,T025_SH_Gr_230224_0135,Tour Hà Giang 2N1Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Hotline,Normal,810000,11,0,0,11,2/8/2023,2/24/2023,2/25/2023,Spring,Rainy,Completed,3.2,8910000,6780000,2130000
B000112,CUST00086,FALSE,40,T189,T189_SH_Co_230820_0310,Tour Hạ Long 7N6Đ - Beach,Hạ Long,Bắc Bộ,Beach,Domestic,Couple,Website,Normal,4040000,2,0,0,2,7/26/2023,8/20/2023,8/26/2023,Summer,Sunny,Completed,4.5,8080000,5340000,2740000
B000113,CUST00087,FALSE,28,T180,T180_SH_Fo_221111_0153,Tour Phú Quốc 3N2Đ - Adventure,Phú Quốc,Nam Bộ,Adventure,Foreign,Foreign,Agent,Late,1200000,3,0,0,3,11/2/2022,11/11/2022,11/13/2022,Winter,Storm,Cancelled,,0,0,0
B000114,CUST00019,TRUE,35,T223,T223_SH_So_220423_0038,Tour Vũng Tàu 1N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Solo,Website,Normal,620000,1,0,0,1,4/7/2022,4/23/2022,4/23/2022,Spring,Sunny,Completed,4.2,620000,430000,190000
B000115,CUST00088,FALSE,42,T154,T154_PV_Co_220504_000114,Tour Quảng Bình 3N2Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Corporate,Website,Early,1500000,22,0,0,22,3/21/2022,5/4/2022,5/6/2022,Summer,Sunny,Completed,4.7,33000000,26080000,6920000
B000116,CUST00068,TRUE,39,T136,T136_SH_Fa_231212_0220,Tour Ninh Bình 3N2Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Family,OTA,Early,1400000,5,3,0,8,11/3/2023,12/12/2023,12/14/2023,Winter,Sunny,Completed,3.9,9520000,7310000,2210000
B000117,CUST00089,FALSE,22,T154,T154_SH_Gr_241125_0129,Tour Quảng Bình 3N2Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Group,Website,Normal,970000,7,0,0,7,11/6/2024,11/25/2024,11/27/2024,Winter,Storm,Cancelled,,0,0,0
B000118,CUST00090,FALSE,35,T110,T110_SH_Co_241224_0376,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Couple,Website,Normal,1400000,2,0,0,2,11/27/2024,12/24/2024,12/25/2024,Winter,Sunny,Completed,4.8,2800000,2000000,800000
B000119,CUST00091,FALSE,49,T278,T278_SH_Fo_230803_0209,Tour Hà Nội 1N1Đ - City,Hà Nội,Bắc Bộ,City,Foreign,Foreign,OTA,Normal,500000,3,0,0,3,7/18/2023,8/3/2023,8/3/2023,Summer,Sunny,Completed,4.8,1500000,1140000,360000
B000120,CUST00092,FALSE,28,T242,T242_SH_So_230310_0217,Tour Đà Lạt 7N6Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Solo,Social,Late,2560000,1,0,0,1,3/5/2023,3/10/2023,3/16/2023,Spring,Sunny,Completed,4,2560000,1910000,650000
B000121,CUST00020,TRUE,38,T291,T291_PV_Co_220121_000120,Tour Đà Nẵng 2N1Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Corporate,Agent,Early,1060000,15,0,0,15,12/29/2021,1/21/2022,1/22/2022,Winter,Cloudy,Completed,4.6,15900000,11000000,4900000
B000122,CUST00093,FALSE,53,T147,T147_PV_Fa_240621_000121,Tour Ninh Bình 4N3Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Family,Agent,Normal,2420000,7,4,0,11,5/29/2024,6/21/2024,6/24/2024,Summer,Cloudy,Completed,4.8,22750000,16520000,6230000
B000123,CUST00094,FALSE,30,T332,T332_SH_Gr_221003_0470,Tour Ninh Bình 4N3Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Group,Agent,Normal,1840000,10,0,0,10,9/11/2022,10/3/2022,10/6/2022,Autumn,Sunny,Completed,4.7,18400000,14100000,4300000
B000124,CUST00095,FALSE,38,T009,T009_SH_Co_240711_0276,Tour Ninh Bình 2N1Đ - Cultural,Ninh Bình,Bắc Bộ,Cultural,Domestic,Couple,OTA,Normal,980000,2,0,0,2,6/20/2024,7/11/2024,7/12/2024,Summer,Sunny,Completed,3.2,1960000,1580000,380000
B000125,CUST00085,TRUE,52,T010,T010_SH_Fo_241228_0060,Tour Hạ Long 4N3Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Foreign,Foreign,OTA,Normal,1570000,3,0,0,3,12/11/2024,12/28/2024,12/31/2024,Winter,Sunny,Completed,4.2,4710000,3610000,1100000
B000126,CUST00096,FALSE,33,T131,T131_SH_So_230225_0170,Tour TP.HCM 3N2Đ - City,TP.HCM,Nam Bộ,City,Domestic,Solo,Website,Normal,1110000,1,0,0,1,2/12/2023,2/25/2023,2/27/2023,Spring,Sunny,Completed,4.2,1110000,810000,300000
B000127,CUST00097,FALSE,32,T294,T294_PV_Co_230331_000126,Tour Huế 5N4Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Corporate,OTA,Early,1580000,15,0,0,15,2/13/2023,3/31/2023,4/4/2023,Spring,Cloudy,Completed,5,23700000,18730000,4970000
B000128,CUST00098,FALSE,41,T176,T176_SH_Fa_240930_0045,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Family,OTA,Normal,1510000,2,1,0,3,8/31/2024,9/30/2024,10/2/2024,Autumn,Sunny,Completed,4.8,3930000,3120000,810000
B000129,CUST00078,TRUE,27,T304,T304_SH_Gr_240308_0114,Tour Vũng Tàu 2N1Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Group,Website,Normal,1120000,10,0,0,10,2/23/2024,3/8/2024,3/9/2024,Spring,Cloudy,Completed,4,11200000,8650000,2550000
B000130,CUST00099,FALSE,28,T084,T084_SH_Co_220625_0012,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Couple,Social,Normal,1420000,2,0,0,2,6/1/2022,6/25/2022,6/26/2022,Summer,Cloudy,Completed,4.8,2840000,2090000,750000
B000131,CUST00100,FALSE,38,T208,T208_SH_Fo_220531_0124,Tour Đà Nẵng 4N3Đ - Cultural,Đà Nẵng,Nam Trung Bộ,Cultural,Foreign,Foreign,Website,Late,2070000,3,0,0,3,5/19/2022,5/31/2022,6/3/2022,Summer,Sunny,Completed,3.8,6210000,4310000,1900000
B000132,CUST00086,TRUE,28,T216,T216_SH_So_230621_0169,Tour Hà Giang 2N1Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Solo,Website,Normal,1100000,1,0,0,1,6/8/2023,6/21/2023,6/22/2023,Summer,Sunny,Completed,3.9,1100000,790000,310000
B000133,CUST00048,TRUE,32,T230,T230_PV_Co_220331_000132,Tour Đà Nẵng 3N2Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Corporate,Agent,Early,1200000,24,0,0,24,2/23/2022,3/31/2022,4/2/2022,Spring,Cloudy,Completed,3.7,28800000,20630000,8170000
B000134,CUST00101,FALSE,42,T270,T270_SH_Fa_221220_0101,Tour Quảng Bình 3N2Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Family,Website,Early,1360000,4,2,0,6,11/12/2022,12/20/2022,12/22/2022,Winter,Sunny,Completed,4,7070000,5420000,1650000
B000135,CUST00101,TRUE,24,T180,T180_SH_Gr_230530_0524,Tour Phú Quốc 3N2Đ - Adventure,Phú Quốc,Nam Bộ,Adventure,Domestic,Group,OTA,Late,1290000,11,0,0,11,5/21/2023,5/30/2023,6/1/2023,Summer,Rainy,Cancelled,,0,0,0
B000136,CUST00102,FALSE,31,T024,T024_SH_Co_240705_0211,Tour Hà Nội 3N2Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Couple,Website,Late,1020000,2,0,0,2,6/29/2024,7/5/2024,7/7/2024,Summer,Sunny,Completed,4.3,2040000,1440000,600000
B000137,CUST00103,FALSE,55,T131,T131_SH_Fo_241203_0127,Tour TP.HCM 3N2Đ - City,TP.HCM,Nam Bộ,City,Foreign,Foreign,OTA,Normal,1570000,2,0,0,2,11/11/2024,12/3/2024,12/5/2024,Winter,Sunny,Completed,4.3,3140000,2320000,820000
B000138,CUST00104,FALSE,22,T217,T217_SH_So_221228_0168,Tour Hạ Long 1N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Solo,Hotline,Normal,500000,1,0,0,1,12/19/2022,12/28/2022,12/28/2022,Winter,Cloudy,Completed,4.4,500000,370000,130000
B000139,CUST00105,FALSE,41,T261,T261_PV_Co_230808_000138,Tour Sa Pa 4N3Đ - Mountain,SaPa,Bắc Bộ,Mountain,Domestic,Corporate,Agent,Early,2110000,15,0,0,15,6/13/2023,8/8/2023,8/11/2023,Summer,Rainy,Completed,2.8,31650000,22660000,8990000
B000140,CUST00036,TRUE,36,T200,T200_SH_Fa_240227_0121,Tour Bến Tre 1N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,OTA,Early,500000,2,1,0,3,1/19/2024,2/27/2024,2/27/2024,Spring,Sunny,Completed,4.5,1300000,980000,320000
B000141,CUST00106,FALSE,25,T068,T068_SH_Gr_240503_0302,Tour Hà Giang 1N1Đ - Cultural,Hà Giang,Bắc Bộ,Cultural,Domestic,Group,Social,Normal,580000,12,0,0,12,4/17/2024,5/3/2024,5/3/2024,Summer,Rainy,Completed,3.2,6960000,5540000,1420000
B000142,CUST00107,FALSE,31,T129,T129_SH_Co_241004_0361,Tour Hà Nội 6N5Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Couple,Social,Normal,2860000,2,0,0,2,9/19/2024,10/4/2024,10/9/2024,Autumn,Storm,Completed,3.2,5720000,3910000,1810000
B000143,CUST00108,FALSE,34,T174,T174_SH_Fo_220510_0041,Tour Mũi Né 5N4Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,Hotline,Normal,2560000,3,0,0,3,4/26/2022,5/10/2022,5/14/2022,Summer,Sunny,Completed,5,7680000,5680000,2000000
B000144,CUST00109,FALSE,26,T059,T059_SH_So_220514_0137,Tour Ninh Bình 4N3Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Solo,Social,Normal,1830000,1,0,0,1,4/27/2022,5/14/2022,5/17/2022,Summer,Sunny,Completed,3.6,1830000,1320000,510000
B000145,CUST00102,TRUE,27,T068,T068_PV_Co_220128_000144,Tour Hà Giang 1N1Đ - Cultural,Hà Giang,Bắc Bộ,Cultural,Domestic,Corporate,Website,Early,600000,18,0,0,18,1/1/2022,1/28/2022,1/28/2022,Winter,Rainy,Completed,3.8,10800000,8510000,2290000
B000146,CUST00110,FALSE,48,T271,T271_SH_Fa_230316_0018,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Family,Website,Early,1120000,5,2,0,7,1/24/2023,3/16/2023,3/18/2023,Spring,Sunny,Completed,4.2,6940000,5150000,1790000
B000147,CUST00012,TRUE,27,T294,T294_SH_Gr_241128_0236,Tour Huế 5N4Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,1830000,5,0,0,5,11/2/2024,11/28/2024,12/2/2024,Winter,Cloudy,Completed,3.9,9150000,6330000,2820000
B000148,CUST00111,FALSE,38,T178,T178_SH_Co_220630_0427,Tour Nha Trang 2N1Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Couple,OTA,Normal,1030000,2,0,0,2,6/11/2022,6/30/2022,7/1/2022,Summer,Sunny,Completed,4.2,2060000,1410000,650000
B000149,CUST00036,TRUE,45,T309,T309_SH_Fo_240915_0132,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Foreign,Foreign,OTA,Late,1040000,2,0,0,2,,9/15/2024,9/16/2024,Autumn,Rainy,Completed,4.2,2080000,1590000,490000
B000150,CUST00112,FALSE,25,T312,T312_SH_So_240511_0062,Tour Hà Giang 4N3Đ - Adventure,Hà Giang,Bắc Bộ,Adventure,Domestic,Solo,OTA,Normal,1640000,1,0,0,1,4/28/2024,5/11/2024,5/14/2024,Summer,Sunny,Completed,3.7,1640000,1230000,410000
B000151,CUST00113,FALSE,33,T012,T012_PV_Co_240828_000150,Tour Cần Thơ 5N4Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Corporate,Agent,Early,2260000,15,0,0,15,7/19/2024,8/28/2024,9/1/2024,Summer,Storm,Completed,3.9,33900000,23880000,10020000
B000152,CUST00114,FALSE,36,T252,T252_SH_Fa_241006_0127,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Family,Hotline,Normal,1550000,2,2,0,4,9/10/2024,10/6/2024,10/9/2024,Autumn,Rainy,Cancelled,,0,0,0
B000153,CUST00115,FALSE,30,T292,T292_SH_Gr_231004_0318,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,Agent,Normal,1270000,9,0,0,9,9/18/2023,10/4/2023,10/6/2023,Autumn,Sunny,Completed,4.8,11430000,7700000,3730000
B000154,CUST00116,FALSE,33,T354,T354_SH_Co_240708_0149,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Couple,Website,Normal,1430000,2,0,0,2,6/16/2024,7/8/2024,7/10/2024,Summer,Sunny,Completed,4.2,2860000,2190000,670000
B000155,CUST00117,FALSE,30,T059,T059_SH_Fo_241028_0017,Tour Ninh Bình 4N3Đ - City,Ninh Bình,Bắc Bộ,City,Foreign,Foreign,OTA,Late,1700000,2,0,0,2,10/17/2024,10/28/2024,10/31/2024,Autumn,Sunny,Completed,5,3400000,2480000,920000
B000156,CUST00118,FALSE,28,T077,T077_SH_So_240919_0113,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Solo,Website,Late,1430000,1,0,0,1,9/15/2024,9/19/2024,9/21/2024,Autumn,Sunny,Completed,4.6,1430000,1020000,410000
B000157,CUST00119,FALSE,40,T349,T349_PV_Co_230808_000156,Tour Cần Thơ 3N2Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Corporate,OTA,Early,1960000,19,0,0,19,6/25/2023,8/8/2023,8/10/2023,Summer,Cloudy,Completed,4.2,37240000,30160000,7080000
B000158,CUST00120,FALSE,42,T113,T113_SH_Fa_240401_0131,Tour Mũi Né 4N3Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Family,Social,Early,2490000,4,2,0,6,3/5/2024,4/1/2024,4/4/2024,Spring,Sunny,Completed,4.2,12950000,9160000,3790000
B000159,CUST00121,FALSE,23,T105,T105_SH_Gr_241111_0270,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,1610000,7,0,0,7,10/21/2024,11/11/2024,11/13/2024,Winter,Sunny,Completed,4.4,11270000,8480000,2790000
B000160,CUST00122,FALSE,34,T054,T054_SH_Co_240905_0021,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Couple,Agent,Normal,1520000,2,0,0,2,8/12/2024,9/5/2024,9/7/2024,Autumn,Cloudy,Completed,3.8,3040000,2320000,720000
B000161,CUST00123,FALSE,28,T102,T102_SH_Fo_230113_0198,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Foreign,Foreign,OTA,Normal,810000,3,0,0,3,12/25/2022,1/13/2023,1/14/2023,Winter,Sunny,Completed,4.4,2430000,1560000,870000
B000162,CUST00124,FALSE,34,T250,T250_SH_So_230602_0046,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Solo,OTA,Normal,1330000,1,0,0,1,5/12/2023,6/2/2023,6/3/2023,Summer,Cloudy,Completed,4.1,1330000,1070000,260000
B000163,CUST00125,FALSE,34,T302,T302_PV_Co_230626_000162,Tour Quảng Bình 2N1Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Corporate,Website,Early,1010000,30,0,0,30,5/20/2023,6/26/2023,6/27/2023,Summer,Cloudy,Completed,4.1,30300000,24430000,5870000
B000164,CUST00126,FALSE,51,T250,T250_PV_Fa_240606_000163,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Family,Social,Early,1760000,9,6,0,15,4/28/2024,6/6/2024,6/7/2024,Summer,Rainy,Completed,3.8,22180000,17660000,4520000
B000165,CUST00127,FALSE,21,T299,T299_SH_Gr_230928_0168,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Website,Normal,830000,8,0,0,8,9/18/2023,9/28/2023,9/29/2023,Autumn,Sunny,Completed,4.7,6640000,5020000,1620000
B000166,CUST00128,FALSE,37,T247,T247_SH_Co_240310_0258,Tour Đà Lạt 1N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Couple,Social,Normal,500000,2,0,0,2,2/15/2024,3/10/2024,3/10/2024,Spring,Sunny,Completed,4.5,1000000,740000,260000
B000167,CUST00129,FALSE,25,T065,T065_SH_Fo_230714_0054,Tour Vũng Tàu 3N2Đ - City,Vũng Tàu,Nam Bộ,City,Foreign,Foreign,Hotline,Normal,1540000,4,0,0,4,6/27/2023,7/14/2023,7/16/2023,Summer,Sunny,Completed,4,6160000,4460000,1700000
B000168,CUST00130,FALSE,35,T348,T348_SH_So_221127_0057,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Solo,Website,Late,1040000,1,0,0,1,11/22/2022,11/27/2022,11/28/2022,Winter,Rainy,Completed,4,1040000,750000,290000
B000169,CUST00131,FALSE,32,T114,T114_PV_Co_231202_000168,Tour TP.HCM 4N3Đ - Cultural,TP.HCM,Nam Bộ,Cultural,Domestic,Corporate,Social,Early,1900000,16,0,0,16,10/29/2023,12/2/2023,12/5/2023,Winter,Sunny,Completed,4.3,30400000,22540000,7860000
B000170,CUST00132,FALSE,54,T252,T252_SH_Fa_240811_0002,Tour Cần Thơ 4N3Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Family,Agent,Normal,2280000,2,1,0,3,7/16/2024,8/11/2024,8/14/2024,Summer,Sunny,Completed,4,5930000,4360000,1570000
B000171,CUST00133,FALSE,31,T013,T013_SH_Gr_241106_0335,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Agent,Normal,1230000,9,0,0,9,10/11/2024,11/6/2024,11/7/2024,Winter,Sunny,Completed,4.3,11070000,7630000,3440000
B000172,CUST00030,TRUE,37,T200,T200_SH_Co_230203_0227,Tour Bến Tre 1N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Couple,OTA,Normal,500000,2,0,0,2,1/9/2023,2/3/2023,2/3/2023,Spring,Sunny,Completed,3.7,1000000,790000,210000
B000173,CUST00134,FALSE,44,T087,T087_SH_Fo_230406_0213,Tour Cần Thơ 3N2Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Foreign,Foreign,OTA,Normal,1170000,3,0,0,3,3/24/2023,4/6/2023,4/8/2023,Spring,Sunny,Completed,3.5,3510000,2490000,1020000
B000174,CUST00135,FALSE,28,T034,T034_SH_So_240320_0035,Tour Sa Pa 3N2Đ - Mountain,SaPa,Bắc Bộ,Mountain,Domestic,Solo,Website,Late,1250000,1,0,0,1,3/12/2024,3/20/2024,3/22/2024,Spring,Rainy,Completed,2.8,1250000,910000,340000
B000175,CUST00136,FALSE,30,T280,T280_PV_Co_230412_000174,Tour Phú Quốc 3N2Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Corporate,Agent,Early,1960000,28,0,0,28,3/9/2023,4/12/2023,4/14/2023,Spring,Rainy,Completed,4.1,54880000,44000000,10880000
B000176,CUST00137,FALSE,39,T160,T160_SH_Fa_230624_0243,Tour Hội An 2N1Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Family,Social,Early,680000,3,2,0,5,5/17/2023,6/24/2023,6/25/2023,Summer,Sunny,Completed,4.2,2860000,2040000,820000
B000177,CUST00065,TRUE,29,T193,T193_SH_Gr_240619_0156,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Group,OTA,Early,1920000,5,0,0,5,5/20/2024,6/19/2024,6/21/2024,Summer,Storm,Completed,3.2,9600000,7760000,1840000
